科类方向代码,科类方向名称,院校代码,院校名称,专业代码,专业名称,计划数,综合分,位次号
Ea,表(导)演类戏剧影视表演方向,4601,海口经济学院,511,表演艺术（影视表演）,7,469,Ea01718
G,播音与主持类,5138,四川文化艺术学院,504,播音与主持,2,469,G-01470
D,舞蹈类,5138,四川文化艺术学院,3,舞蹈学,2,468,D-00327
B,美术与设计类,3122,上海工商外国语职业学院,524,环境艺术设计,62,468,B-19623
B,美术与设计类,3534,泉州华光职业学院,514,室内艺术设计,8,468,B-19589
B,美术与设计类,3566,泉州纺织服装职业学院,515,室内艺术设计,4,468,B-19574
B,美术与设计类,4601,海口经济学院,527,数字媒体艺术设计（游戏运营与开发）,3,468,B-19594
Ca,音乐类音乐表演器乐方向,3108,上海邦德职业技术学院,524,钢琴调律,4,468,Ca01855
Ca,音乐类音乐表演器乐方向,4438,珠海艺术职业学院,504,钢琴伴奏,3,468,Ca01860
B,美术与设计类,1118,北京汇佳职业学院,519,艺术设计,10,467,B-19687
B,美术与设计类,3695,景德镇陶瓷职业技术学院,512,游戏艺术设计,5,467,B-19661
B,美术与设计类,4618,三亚理工职业学院,510,数字媒体艺术设计（网络视频制作）,2,467,B-19640
Ca,音乐类音乐表演器乐方向,5309,昆明艺术职业学院,502,音乐表演（器乐）,1,467,Ca01875
Cb,音乐类音乐表演声乐方向,4438,珠海艺术职业学院,502,现代流行音乐,1,467,Cb02041
Cd,音乐类音乐教育声乐主项,86,浙江横店影视职业学院,547,录音技术与艺术,9,467,Cd01869
B,美术与设计类,3140,上海民远职业技术学院,514,艺术设计（广告视觉传达方向）,14,466,B-19699
B,美术与设计类,3324,宿迁泽达职业技术学院,507,数字媒体艺术设计,8,466,B-19695
B,美术与设计类,3559,厦门兴才职业技术学院,521,室内艺术设计,4,466,B-19723
B,美术与设计类,3611,南昌职业大学,513,服装与服饰设计,20,466,B-19728
B,美术与设计类,3611,南昌职业大学,514,室内艺术设计,20,466,B-19733
B,美术与设计类,3695,景德镇陶瓷职业技术学院,502,书画艺术（非遗青花传承方向）,5,466,B-19704
B,美术与设计类,3695,景德镇陶瓷职业技术学院,508,艺术设计,5,466,B-19718
B,美术与设计类,3784,泰山科技学院,511,视觉传达设计,11,466,B-19720
B,美术与设计类,4601,海口经济学院,519,数字媒体艺术设计（影视动漫设计）,6,466,B-19750
B,美术与设计类,4617,海南科技职业大学,508,艺术设计,3,466,B-19701
B,美术与设计类,4618,三亚理工职业学院,509,影视动画,2,466,B-19729
Ca,音乐类音乐表演器乐方向,4076,武汉商贸职业学院,537,音乐表演,3,466,Ca01887
D,舞蹈类,6107,陕西理工大学,2,舞蹈编导,10,465,D-00342
B,美术与设计类,1514,满洲里俄语职业学院,501,视觉传达设计,5,465,
B,美术与设计类,1514,满洲里俄语职业学院,502,环境艺术设计,5,465,
B,美术与设计类,3140,上海民远职业技术学院,515,艺术设计（数字传播艺术）,14,465,
B,美术与设计类,3140,上海民远职业技术学院,516,艺术设计（室内软装饰设计方向）,14,465,
B,美术与设计类,3215,江海职业技术学院,509,艺术设计,110,465,
B,美术与设计类,3237,昆山登云科技职业学院,508,广告艺术设计,15,465,
B,美术与设计类,3237,昆山登云科技职业学院,509,数字媒体艺术设计,15,465,
B,美术与设计类,3295,无锡南洋职业技术学院,509,影视多媒体技术,12,465,B-19811
B,美术与设计类,3452,民办万博科技职业学院,502,广告艺术设计,10,465,
B,美术与设计类,3568,厦门东海职业技术学院,505,数字媒体艺术设计,10,465,
B,美术与设计类,3611,南昌职业大学,515,陶瓷设计与工艺,20,465,
B,美术与设计类,3631,江西软件职业技术大学,506,广告艺术设计,20,465,
B,美术与设计类,3661,江西泰豪动漫职业学院,518,摄影摄像技术,4,465,
B,美术与设计类,3695,景德镇陶瓷职业技术学院,501,陶瓷设计与工艺（非遗成型艺术方向）,20,465,
B,美术与设计类,3695,景德镇陶瓷职业技术学院,504,书画艺术（陶瓷美术方向）,10,465,
B,美术与设计类,3695,景德镇陶瓷职业技术学院,505,书画艺术（少儿美术方向）,10,465,
B,美术与设计类,3695,景德镇陶瓷职业技术学院,506,环境艺术设计,25,465,
B,美术与设计类,3695,景德镇陶瓷职业技术学院,507,产品艺术设计,8,465,B-19802
B,美术与设计类,3695,景德镇陶瓷职业技术学院,513,广告艺术设计,10,465,
B,美术与设计类,3695,景德镇陶瓷职业技术学院,516,陶瓷设计与工艺,10,465,
B,美术与设计类,3695,景德镇陶瓷职业技术学院,521,雕刻艺术设计,10,465,
B,美术与设计类,3784,泰山科技学院,510,数字媒体艺术设计,12,465,
B,美术与设计类,3790,山东文化产业职业学院,510,数字媒体艺术设计,3,465,B-19760
B,美术与设计类,3790,山东文化产业职业学院,513,环境艺术设计,3,465,
B,美术与设计类,3791,山东艺术设计职业学院,501,环境艺术设计,12,465,
B,美术与设计类,4540,广西经济职业学院,533,环境艺术设计,5,465,
B,美术与设计类,4601,海口经济学院,518,数字媒体艺术设计（数字内容创意设计）,5,465,B-19763
B,美术与设计类,4601,海口经济学院,526,视觉传达设计,7,465,B-19766
B,美术与设计类,5040,重庆艺术工程职业学院,505,服装与服饰设计,2,465,B-19764
B,美术与设计类,5045,重庆资源与环境保护职业学院,512,环境艺术设计,25,465,
B,美术与设计类,5124,四川国际标榜职业学院,504,游戏艺术设计,20,465,
B,美术与设计类,5124,四川国际标榜职业学院,510,室内艺术设计,20,465,
B,美术与设计类,5153,成都艺术职业大学,505,服装与服饰设计,5,465,
B,美术与设计类,5184,资阳环境科技职业学院,511,环境艺术设计,20,465,
B,美术与设计类,5185,南充电影工业职业学院,506,摄影摄像技术,18,465,
B,美术与设计类,5185,南充电影工业职业学院,515,艺术设计,30,465,
B,美术与设计类,5185,南充电影工业职业学院,516,艺术设计（平面设计技术）,8,465,
B,美术与设计类,5185,南充电影工业职业学院,517,人物形象设计,16,465,
B,美术与设计类,5187,德阳农业科技职业学院,517,环境艺术设计,2,465,
B,美术与设计类,5227,贵州工贸职业学院,511,艺术设计,10,465,
B,美术与设计类,5227,贵州工贸职业学院,512,室内艺术设计,10,465,
B,美术与设计类,5322,昆明城市学院,501,视觉传达设计,10,465,
B,美术与设计类,6121,西安工商学院,503,书画艺术,6,465,
Cb,音乐类音乐表演声乐方向,3610,江西应用科技学院,522,音乐表演,10,465,Cb02088
G,播音与主持类,4044,江汉艺术职业学院,508,播音与主持,3,465,G-01528
D,舞蹈类,3654,上饶师范学院,15,舞蹈表演,7,464,D-00345
Ca,音乐类音乐表演器乐方向,3551,厦门演艺职业学院,506,音乐表演,3,464,Ca01929
Ca,音乐类音乐表演器乐方向,3610,江西应用科技学院,523,音乐表演,10,464,Ca01928
Cb,音乐类音乐表演声乐方向,4076,武汉商贸职业学院,540,音乐表演,3,464,Cb02093
Cb,音乐类音乐表演声乐方向,5153,成都艺术职业大学,501,音乐表演（流行演唱）,5,464,Cb02105
G,播音与主持类,3116,上海电影艺术职业学院,504,播音与主持,10,464,G-01535
D,舞蹈类,1201,北京科技大学天津学院,16,舞蹈教育,3,463,D-00348
D,舞蹈类,3628,江西师范大学科学技术学院,8,舞蹈学,4,463,D-00347
Eb,表(导)演类服装表演方向,86,浙江横店影视职业学院,538,时尚表演与传播,5,463,
Eb,表(导)演类服装表演方向,3116,上海电影艺术职业学院,515,时尚表演与传播（高本贯通）,8,463,
Cb,音乐类音乐表演声乐方向,3262,南京视觉艺术职业学院,514,音乐表演,10,463,Cb02123
Ea,表(导)演类戏剧影视表演方向,3108,上海邦德职业技术学院,523,戏剧影视表演,19,463,Ea01784
D,舞蹈类,65,浙江越秀外国语学院,32,舞蹈表演,30,462,
D,舞蹈类,1230,天津商业大学宝德学院,14,舞蹈表演,1,462,D-00352
D,舞蹈类,1242,天津艺术职业学院,503,舞蹈表演,2,462,
D,舞蹈类,1314,河北传媒学院,3,舞蹈表演,5,462,
D,舞蹈类,3103,上海视觉艺术学院,16,流行舞蹈（街舞）,3,462,
D,舞蹈类,4035,文华学院,37,舞蹈表演,5,462,
D,舞蹈类,4079,武汉体育学院,5,流行舞蹈,2,462,
D,舞蹈类,4336,湖南女子学院,9,航空服务艺术与管理,2,462,
D,舞蹈类,4468,华南农业大学珠江学院,1,舞蹈表演,2,462,
D,舞蹈类,5165,四川电影电视学院,503,舞蹈表演,2,462,
D,舞蹈类,6404,北方民族大学,11,航空服务艺术与管理,5,462,
Ca,音乐类音乐表演器乐方向,4438,珠海艺术职业学院,503,现代流行音乐,1,462,Ca01976
Cd,音乐类音乐教育声乐主项,5185,南充电影工业职业学院,510,录音技术与艺术,2,462,Cd01937
Ea,表(导)演类戏剧影视表演方向,3551,厦门演艺职业学院,508,戏剧影视表演,12,462,Ea01788
G,播音与主持类,3262,南京视觉艺术职业学院,518,播音与主持,4,462,G-01563
Ca,音乐类音乐表演器乐方向,3534,泉州华光职业学院,507,钢琴调律,4,461,Ca01984
Cb,音乐类音乐表演声乐方向,3551,厦门演艺职业学院,509,音乐剧表演,4,461,Cb02159
D,舞蹈类,1234,天津体育学院,8,流行舞蹈,2,461,D-00358
D,舞蹈类,4079,武汉体育学院,5,流行舞蹈,1,461,D-00359
D,舞蹈类,4336,湖南女子学院,9,航空服务艺术与管理,1,461,D-00360
Ea,表(导)演类戏剧影视表演方向,3160,上海震旦职业学院,526,戏剧影视表演,15,461,Ea01801
Ea,表(导)演类戏剧影视表演方向,3790,山东文化产业职业学院,509,戏剧影视表演,2,461,Ea01803
Eb,表(导)演类服装表演方向,3116,上海电影艺术职业学院,515,时尚表演与传播（高本贯通）,3,461,Eb00295
Cb,音乐类音乐表演声乐方向,3262,南京视觉艺术职业学院,517,现代流行音乐,10,460,Cb02173
M,书法类,3695,景德镇陶瓷职业技术学院,517,书画艺术（书法方向）,9,459,M-00240
Ca,音乐类音乐表演器乐方向,4601,海口经济学院,522,音乐表演（流行乐器）,3,458,Ca02046
Ea,表(导)演类戏剧影视表演方向,3218,江南影视艺术职业学院,505,戏剧影视表演,18,458,Ea01821
Ea,表(导)演类戏剧影视表演方向,5185,南充电影工业职业学院,501,戏剧影视表演,2,458,Ea01812
M,书法类,3791,山东艺术设计职业学院,508,书画艺术,5,458,M-00242
Ca,音乐类音乐表演器乐方向,3791,山东艺术设计职业学院,511,音乐表演,2,457,Ca02070
Cb,音乐类音乐表演声乐方向,4619,三亚城市职业学院,513,音乐表演（声乐）,4,457,Cb02219
Cb,音乐类音乐表演声乐方向,5040,重庆艺术工程职业学院,506,音乐表演,3,457,Cb02220
D,舞蹈类,1102,北京城市学院,2,舞蹈表演（国际标准舞）,1,457,D-00377
D,舞蹈类,1242,天津艺术职业学院,503,舞蹈表演,1,457,D-00375
Ea,表(导)演类戏剧影视表演方向,4614,三亚航空旅游职业学院,510,戏剧影视表演,2,457,Ea01826
Ca,音乐类音乐表演器乐方向,3790,山东文化产业职业学院,507,音乐表演（钢琴方向）,2,456,Ca02077
Cb,音乐类音乐表演声乐方向,5309,昆明艺术职业学院,501,音乐表演（声乐）,2,456,Cb02244
D,舞蹈类,1150,首都师范大学科德学院,15,舞蹈表演,1,456,D-00384
D,舞蹈类,1314,河北传媒学院,4,舞蹈编导,2,456,D-00383
Ca,音乐类音乐表演器乐方向,3551,厦门演艺职业学院,516,音乐剧表演,3,455,Ca02093
Ca,音乐类音乐表演器乐方向,4619,三亚城市职业学院,514,音乐表演（器乐）,4,455,Ca02090
Cb,音乐类音乐表演声乐方向,3116,上海电影艺术职业学院,502,音乐剧表演,32,455,Cb02263
Cb,音乐类音乐表演声乐方向,3551,厦门演艺职业学院,517,现代流行音乐,2,455,Cb02271
G,播音与主持类,4601,海口经济学院,520,播音与主持（电子竞技方向）,4,455,G-01636
Cb,音乐类音乐表演声乐方向,3551,厦门演艺职业学院,515,音乐表演,4,454,Cb02279
Cb,音乐类音乐表演声乐方向,3791,山东艺术设计职业学院,510,音乐表演,2,454,Cb02283
G,播音与主持类,3551,厦门演艺职业学院,511,播音与主持,3,454,G-01649
Ca,音乐类音乐表演器乐方向,5185,南充电影工业职业学院,509,音乐表演（器乐）,4,452,Ca02130
D,舞蹈类,1314,河北传媒学院,3,舞蹈表演,4,452,D-00404
D,舞蹈类,5137,四川音乐学院,9,舞蹈表演（爵士舞、街舞）,2,452,D-00405
M,书法类,4438,珠海艺术职业学院,508,书画艺术,2,452,M-00253
Cb,音乐类音乐表演声乐方向,3568,厦门东海职业技术学院,506,音乐表演,10,451,Cb02328
Cb,音乐类音乐表演声乐方向,4601,海口经济学院,521,音乐表演（流行演唱）,7,451,Cb02330
Cb,音乐类音乐表演声乐方向,4617,海南科技职业大学,510,音乐表演,4,451,Cb02338
Ea,表(导)演类戏剧影视表演方向,4537,广西演艺职业学院,503,戏剧影视表演,9,451,Ea01866
Cb,音乐类音乐表演声乐方向,3218,江南影视艺术职业学院,501,音乐表演,30,450,Cb02342
Cb,音乐类音乐表演声乐方向,3661,江西泰豪动漫职业学院,517,音乐表演,6,450,Cb02347
D,舞蹈类,65,浙江越秀外国语学院,32,舞蹈表演,20,449,D-00419
D,舞蹈类,4035,文华学院,37,舞蹈表演,3,449,D-00415
D,舞蹈类,6404,北方民族大学,11,航空服务艺术与管理,3,448,D-00424
Cb,音乐类音乐表演声乐方向,4537,广西演艺职业学院,501,音乐表演,8,447,Cb02401
Cb,音乐类音乐表演声乐方向,4601,海口经济学院,524,现代流行音乐,4,447,Cb02413
D,舞蹈类,4332,湖南科技学院,8,航空服务艺术与管理,6,447,D-00427
Cb,音乐类音乐表演声乐方向,5185,南充电影工业职业学院,507,音乐表演,4,446,Cb02422
Cb,音乐类音乐表演声乐方向,5185,南充电影工业职业学院,508,音乐表演（声乐）,4,446,Cb02420
D,舞蹈类,3103,上海视觉艺术学院,16,流行舞蹈（街舞）,2,446,D-00431
D,舞蹈类,5165,四川电影电视学院,503,舞蹈表演,1,446,D-00428
Cb,音乐类音乐表演声乐方向,5227,贵州工贸职业学院,509,音乐表演,12,445,Cb02434
D,舞蹈类,3621,江西科技学院,6,舞蹈学,10,443,D-00440
D,舞蹈类,3103,上海视觉艺术学院,17,流行舞蹈（国际标准舞）,2,442,D-00444
D,舞蹈类,4468,华南农业大学珠江学院,1,舞蹈表演,2,441,D-00447
M,书法类,5181,南充科技职业学院,514,书画艺术,5,440,M-00267
Ea,表(导)演类戏剧影视表演方向,4601,海口经济学院,515,表演艺术（电影电视表演）,13,439,Ea01936
D,舞蹈类,4115,湖北艺术职业学院,502,舞蹈编导,2,436,D-00454
D,舞蹈类,4357,张家界学院,5,舞蹈学,3,436,D-00455
D,舞蹈类,5322,昆明城市学院,1,舞蹈学,2,433,D-00466
D,舞蹈类,6509,新疆师范大学,22,航空服务艺术与管理,5,430,D-00473
G,播音与主持类,4438,珠海艺术职业学院,509,播音与主持,4,430,G-01847
G,播音与主持类,3218,江南影视艺术职业学院,506,播音与主持,20,428,G-01856
D,舞蹈类,3116,上海电影艺术职业学院,509,舞蹈表演（高本贯通1）,5,425,D-00490
D,舞蹈类,4601,海口经济学院,10,舞蹈学,2,425,D-00487
D,舞蹈类,86,浙江横店影视职业学院,537,舞蹈表演,4,423,D-00493
D,舞蹈类,3621,江西科技学院,522,舞蹈表演,2,421,D-00503
G,播音与主持类,3534,泉州华光职业学院,503,播音与主持,7,421,G-01908
G,播音与主持类,3611,南昌职业大学,517,播音与主持,19,411,G-01977
D,舞蹈类,3551,厦门演艺职业学院,507,舞蹈表演,2,410,D-00523
D,舞蹈类,3643,景德镇艺术职业大学,513,舞蹈表演,3,409,D-00524
D,舞蹈类,86,浙江横店影视职业学院,539,表演艺术,3,406,
D,舞蹈类,3116,上海电影艺术职业学院,517,舞蹈表演（高本贯通2）,10,406,
D,舞蹈类,3262,南京视觉艺术职业学院,516,国际标准舞,5,406,
D,舞蹈类,3683,宜春幼儿师范高等专科学校,501,舞蹈表演,5,406,
D,舞蹈类,4044,江汉艺术职业学院,506,舞蹈表演,3,406,
